#T = 298.0000(K), Lambda State 20: (lambda Coulomb, lambda VDW) = (0.8000,1.0000)
#Steps               Total_En(kJ/mol)     dU/dL(Coulomb=0.8000)         dU/dL(VDW=1.0000)  DelE(L->(0.0000,0.0000))  DelE(L->(0.0000,0.0500))  DelE(L->(0.0000,0.1000))  DelE(L->(0.0000,0.1500))  DelE(L->(0.0000,0.2000))  DelE(L->(0.0000,0.2500))  DelE(L->(0.0000,0.3000))  DelE(L->(0.0000,0.3500))  DelE(L->(0.0000,0.4000))  DelE(L->(0.0000,0.4500))  DelE(L->(0.0000,0.5000))  DelE(L->(0.0000,0.6000))  DelE(L->(0.0000,0.7000))  DelE(L->(0.0000,0.8000))  DelE(L->(0.0000,0.9000))  DelE(L->(0.0000,1.0000))  DelE(L->(0.2000,1.0000))  DelE(L->(0.4000,1.0000))  DelE(L->(0.6000,1.0000))  DelE(L->(0.7000,1.0000))  DelE(L->(0.8000,1.0000))  DelE(L->(0.9000,1.0000))  DelE(L->(1.0000,1.0000))                PV(kJ/mol)
700000              -41356.2497727663              1.5995317743            -47.9676436031             46.8355372303             44.3342868046             41.8212415969             39.3017988021             36.7816892165             34.2668644185             31.7633364833             29.2769620678             26.8131648822             24.3765953001             21.9707340150             17.2566093428             12.6591717179              8.1254158392              3.5641904545             -1.1321063728             -0.9597190646             -0.7135722330             -0.3936658782             -0.2060528795              0.0000000000              0.2244927603              0.4674254015              1.8857771736
750000              -41419.5031853359             -3.6331682392            -45.2560200731             48.3100634739             45.9693667459             43.6168765535             41.2571292995             38.8949803813             36.5355183889             34.1839386609             31.8453681586             29.5246349419             27.2259789842             24.9527075617             20.4885515193             16.1253245130             11.8197757375              7.4939216929              3.0540434008              2.1799009435              1.3795128910              0.6528792432              0.3172203210              0.0000000000             -0.2987817198             -0.5791248385              1.9040038756
800000              -41400.6971419281             -6.3410291487            -44.8269914617             50.0473571221             47.6874991211             45.3191464704             42.9475147440             40.5781317556             38.2167190899             35.8690257732             33.5406071809             31.2365449366             28.9611085864             26.7173678753             22.3287577994             18.0559957952             13.8440364888              9.6012134084              5.2203656604              3.8046174892              2.4626404888              1.1944346590              0.5879959332              0.0000000000             -0.5695531405             -1.1206634883              1.8897607555
850000              -41496.5398992230             -7.2254396819            -41.4288364764             47.3566770575             45.0589469694             42.7514929648             40.4398339410             38.1303369583             35.8302699800             33.5478098072             31.2919704038             29.0724026955             26.8990025040             24.7812535964             20.7422712884             16.9766488868             13.4064762183              9.8221026045              5.9278405812              4.3352638091              2.8164314549              1.3713435186              0.6764537070              0.0000000000             -0.6580176026             -1.2975991007              1.8843794467
900000              -41475.0579900846             -2.5292129813            -48.5951410282             50.7660350376             48.2991207694             45.8182182767             43.3276732994             40.8320230400             38.3358874142             35.8438279419             33.3601735807             30.8888158884             28.4329801595             25.9949845039             21.1758697909             16.4239193536             11.7076755842              6.9760509177              2.1708940094              1.5175277888              0.9379233803              0.4320807841              0.2068201655             -0.0000000000             -0.1883797124             -0.3583189718              1.8839749429
950000              -41540.5529622793             -3.5490420994            -44.6926667328             47.6794334269             45.2108949570             42.7382832281             40.2685861627             37.8093469988             35.3685307797             32.9543166958             30.5747987111             28.2375783825             25.9492393594             23.7147047687             19.4139605363             15.3130280053             11.3200398717              7.2751608356              2.9867666941              2.1294252596              1.3458503325              0.6360419126              0.3088001429              0.0000000000             -0.2903585161             -0.5622754053              1.8819811497
1000000             -41507.9074057737             -1.1049062421            -46.6602160563             47.6917416198             45.2608706921             42.8189080047             40.3709819933             37.9225452225             35.4792642400             33.0468618185             30.6309040234             28.2365273732             25.8681068013             23.5288737948             18.9427253967             14.4660940727             10.0482108167              5.6034075520              1.0315255636              0.6629437452              0.3681622119              0.1471809634              0.0643654461              0.0000000000             -0.0459153749             -0.0733806785              1.8780447580
1050000             -41620.8715469848             -0.3768532132            -46.9108574797             47.3598839978             44.9564327564             42.5400229555             40.1151081932             37.6863997252             35.2587704686             32.8371224796             30.4262131101             28.0304371538             25.6535661496             23.2984521014             18.6584157216             14.1032293447              9.5952865805              5.0694468651              0.4490265181              0.2261119279              0.0769693115              0.0015986689             -0.0084221623              0.0000000000              0.0268651557              0.0721733049              1.8768693578
1100000             -41430.6962136670             -4.8775140456            -47.3365041694             51.3860314373             49.0342310642             46.6655358612             44.2831387781             41.8904107737             39.4908426343             37.0879657918             34.6852494819             32.2859728070             29.8930725137             27.5089708424             22.7731880224             18.0810699413             13.4177710230              8.7528856650              4.0495272679              2.9265084274              1.8772476025              0.9017447934              0.4416526448              0.0000000000             -0.4232131408             -0.8279867777              1.8806608798
1150000             -41606.2543544393            -11.5658434055            -49.1701382994             58.5703379308             56.1048667365             53.6230943668             51.1288589844             48.6261886361             46.1192168152             43.6120707460             41.1087306768             38.6128607805             36.1276157407             33.6554317796             28.7551583378             23.9098690438             19.0968124759             14.2758325547              9.4001996314              6.9395060433              4.5525749087              2.2394062276              1.1104828071             -0.0000000000             -1.0920421937             -2.1656437741              1.8591265632
1200000             -41496.7106505462            -11.4576364292            -42.8858603291             52.1994676376             49.7825589071             47.3649783465             44.9539772891             42.5574231248             40.1836625796             37.8413008755             35.5388758615             33.2844083303             31.0848170061             28.9452013645             24.8522206490             20.9783639888             17.2205226783             13.4022610185              9.3136073084              6.8745818575              4.5093054891              2.2177782033              1.0996704663             -0.0000000000             -1.0812331957             -2.1440291208              1.8755302902
1250000             -41692.4706840165            -11.3913413276            -41.8106538973             51.0712423973             48.6286108800             46.1895063235             43.7623796464             41.3564200447             38.9813908663             36.6473640382             34.3643282828             32.1416488171             29.9873645458             27.9073256041             23.9764321401             20.3138378080             16.7921152309             13.1940134038              9.2605885000              6.8348047966              4.4827788121              2.2045105466              1.0930355584              0.0000000000             -1.0745961287             -2.1307528277              1.8756977968
1300000             -41355.1679923085             -9.3592067348            -50.5178412889             58.1526928028             55.6265057262             53.0812955979             50.5209397799             47.9495865783             45.3715931501             42.7914342612             40.2135759405             37.6423089734             35.0815396635             32.5345400602             27.4900737662             22.5117650421             17.5766986733             12.6373080636              7.6348515140              5.6155240409              3.6699396308              1.7980982839              0.8898312591              0.0000000000             -0.8713954933             -1.7243552208              1.8899968820
1350000             -41366.2567391913             -6.9414120851            -49.5236242362             55.2242589845             52.6228228227             50.0127356260             47.3999213110             44.7905501213             42.1908739499             39.6070112962             37.0446805058             34.5088848281             32.0035595776             29.5312001323             24.6860295638             19.9522727328             15.2713948788             10.5542250391              5.7006347482              4.1648472510              2.7028122939              1.3145298769              0.6480458710              0.0000000000             -0.6296077359             -1.2407773369              1.8655458889
1400000             -41377.3727129298            -11.5378808286            -45.0909428358             54.4687495684             51.8670633749             49.2629418222             46.6647802984             44.0818950288             41.5244371579             39.0032148263             36.5293890936             34.1140045320             31.7673143849             29.4978677504             25.2092000160             21.2337749158             17.4468477359             13.6002836734              9.3778067326              6.9227284972              4.5414012966              2.2338251309              1.1076936861              0.0000000000             -1.0892559274             -2.1600740960              1.8742641480
1450000             -41546.2491407946            -10.1645577558            -48.6992895696             56.9784371606             54.3866900286             51.7859208815             49.1823526031             46.5826276644             43.9936786824             41.4225385648             38.8760788398             36.3606673677             33.8817425328             31.4433113797             26.6934635127             22.0938051491             17.5744287301             13.0163703407              8.2791475910              6.0987346535              3.9920724092              1.9591608580              0.9703615923              0.0000000000             -0.9519239191             -1.8854101648              1.8849936512
1500000             -41540.1663059545             -3.3026610811            -50.9513441051             53.7409838625             51.1322782977             48.5098765375             45.8788379021             43.2444130439             40.6119190775             37.9865793624             35.3733263701             32.7765689576             30.1999296657             27.6459634859             22.6092727854             17.6558500562             12.7459105520              7.8150726546              2.7896397574              1.9815966487              1.2473089862              0.5867767700              0.2841689542              0.0000000000             -0.2657300926             -0.5130213237              1.8797184654
1550000             -41141.8718284376             -5.6028247595            -47.3400388165             51.9697843421             49.3480858279             46.7225094807             44.1005326855             41.4901815587             38.8998997397             36.3383460788             33.8141016724             31.3352660998             28.9089259116             26.5404881290             21.9857342934             17.6494346453             13.4340335641              9.1649500369              4.6297455255              3.3616948557              2.1673870448              1.0468220929              0.5141931891              0.0000000000             -0.4957574743             -0.9730792339              1.8806361169
1600000             -41438.0134538167             -9.0789892076            -53.1576294703             60.5683093694             57.9196401051             55.2526289025             52.5713480587             49.8799829592             47.1827365344             44.4837130177             41.7867819517             39.0954254779             36.4125746550             33.7404438024             28.4327112879             23.1705195338             17.9351116805             12.6941562024              7.4106798992              5.4473935245              3.5578514165              1.7420535750              0.8618087542              0.0000000000             -0.8433726875             -1.6683093084              1.8752689931
1650000             -41665.4535635832            -13.3670145226            -51.4085465055             62.2496660504             59.5724565138             56.8845207173             54.1917158349             51.5001154387             48.8158537505             46.1449249818             43.4929362214             40.8648163692             38.2644894194             35.6945279722             30.6472254743             25.7048059444             20.8135685932             15.8903297810             10.8411195449              8.0202087135              5.2730518456              2.5996489411              1.2906052251              0.0000000000             -1.2721667342             -2.5258949776              1.8754408368
1700000             -41452.0589538482            -11.7651706684            -45.5254705484             55.0851038739             52.4739682157             49.8628925037             47.2604567928             44.6759559576             42.1192478618             39.6005112932             37.1298895723             34.7169953477             32.3702560329             30.0960906697             25.7751400288             21.7264047778             17.8280771563             13.8615692093              9.5596333255              7.0591024011              4.6323198720              2.2792857383              1.1304243197              0.0000000000             -1.1119872209             -2.2055373429              1.8799995893
1750000             -41583.2749289612            -11.1442316393            -50.5321885458             59.5950923424             56.8926906685             54.1851848008             51.4794362541             48.7825148884             46.1015033722             43.4432485584             40.8140585649             38.2193490120             35.6632484894             33.1481819633             28.2399218855             23.4659101111             18.7534605507             13.9933529646              9.0629037966              6.6865389836              4.3839334131              2.1550870853              1.0683236373              0.0000000000             -1.0498838267             -2.0813278427              1.8680863136
1800000             -41428.6520015754             -7.3549224446            -52.5659311178             58.5973868565             55.8536030873             53.0989697806             50.3395905743             47.5817908091             44.8319617923             42.0963601952             39.3808598459             36.6906565204             34.0299315366             31.4014873294             26.2435666587             21.1987657582             16.2104165572             11.1888240542              6.0314557387              4.4129534667              2.8682100863              1.3972255974              0.6893929373              0.0000000000             -0.6709532144             -1.3234667059              1.8827777335
1850000             -41141.8934145683            -10.5845339382            -52.9696869930             61.5848325213             58.8699677231             56.1413216703             53.4043106088             50.6645080444             47.9275033090             45.1987251925             42.4832307400             39.7854625514             37.1089823771             34.4561944468             29.2239589740             24.0758613777             18.9700704854             13.8411340562              8.6151455283              6.3507203629              4.1600543864              2.0431475987              1.0123539008              0.0000000000             -0.9939141035             -1.9693884099              1.9092115477
1900000             -41516.8609378323            -11.1243343822            -39.7057961986             48.7527649890             46.1141096141             43.4971097668             40.9148115499             38.3812550008             35.9111948019             33.5196725760             31.2214058563             29.0299606738             26.9566838706             25.0093920231             21.4971374425             18.4258305749             15.5803179090             12.5983970127              9.0469687903              6.6746006293              4.3759831106              2.1511162342              1.0663392868             -0.0000000000             -1.0479016262             -2.0773655919              1.8819544209
1950000             -41590.1472009602            -10.4654018615            -46.1677572509             54.6876531674             52.0066087287             49.3261960686             46.6557203039             44.0052969762             41.3856976131             38.8080952429             36.2836808751             33.8231209056             31.4358296268             29.1290442736             24.7682800520             20.7109723733             16.8219564978             12.8576004465              8.5198959165              6.2792411169              4.1123735310              2.0192931587              1.0004231776             -0.0000000000             -0.9819763742             -1.9455059450              1.8915755134
2000000             -41387.4705468680            -14.1517435728            -49.6922823692             61.1611834411             58.4946552932             55.8219940841             53.1500479818             50.4859624534             47.8370100198             45.2103644205             42.6128129740             40.0504038806             37.5280305676             35.0489637551             30.2227467763             25.5473183317             20.9473432694             16.3014787982             11.4689010718              8.4910461437              5.5869443223              2.7565956077              1.3690786655              0.0000000000             -1.3506403888             -2.6828425009              1.8949899897
2050000             -41485.7765679937             -6.3435056011            -52.7677309444             57.9900529466             55.2337298887             52.4676836183             49.6981414868             46.9314827542             44.1740636525             41.4320003798             38.7109106863             36.0156187794             33.3498337376             30.7158183981             25.5430679965             20.4760260883             15.4583132674             10.4052715023              5.2223220022              3.8061033607              2.4636434798              1.1949423596              0.5882513347             -0.0000000000             -0.5698116445             -1.1211835989              1.8714755601
2100000             -41576.8057646225            -11.4297070482            -38.7711864286             48.0624699302             45.3601228320             42.6807721384             40.0385640031             37.4490048154             34.9287622798             32.4953097118             30.1663588343             27.9590182252             25.8886132852             23.9671168012             20.5898102384             17.7740865610             15.2748806577             12.6369220666              9.2912835016              6.8578242289              4.4981238878              2.2121824781              1.0968713726              0.0000000000             -1.0784316398             -2.1384235466              1.8797251738
2150000             -41585.1362894806            -12.8464805193            -39.6464265465             50.0711667985             47.3844920095             44.7187054120             42.0874236381             39.5055182333             36.9888855214             34.5540550062             32.2175875229             29.9952120952             27.9006568771             25.9441509026             22.4576492559             19.4751801649             16.7642163669             13.9141864628             10.4247402520              7.7078883116              5.0648142894              2.4955181856              1.2385368530              0.0000000000             -1.2200923734             -2.4217402673              1.8788826462
2200000             -41674.8597180100             -6.4625879434            -51.0130664911             56.3306617282             53.5605611860             50.7879483611             48.0203978197             45.2657347034             42.5318178845             39.8262607358             37.1560870789             34.5273251655             31.9445502259             29.4103963283             24.4859172544             19.7193930256             15.0247636141             10.2726947979              5.3175952371              3.8775527660              2.5112727362              1.2187551475              0.6001572686              0.0000000000             -0.5817166583             -1.1449927063              1.8734152753
2250000             -41340.6486330632            -12.0701424814            -41.7883754951             51.5920560291             48.8583964319             46.1441619351             43.4621909384             40.8263205191             38.2511423514             35.7516245155             33.3425637433             31.0378303035             28.8493703437             26.7859426324             23.0439367090             19.7563850066             16.7151645277             13.5497441239              9.8036805340              7.2420854889              4.7542737181              2.3402452218              1.1608997016              0.0000000000             -1.1424538830             -2.2664619474              1.8764922887
2300000             -41490.3292309257            -10.1099837323            -44.7571580045             52.9926690361             50.1417939300             47.3124884583             44.5182193473             41.7731859487             39.0919359813             36.4888293722             33.9773320571             31.5691326183             29.2730931510             27.0940728676             23.0791956232             19.4394016054             15.9679072921             12.3516996732              8.2355110316              6.0659902394              3.9702314700              1.9482347236              0.9648971089              0.0000000000             -0.9464566032             -1.8744727007              1.8848214644
2350000             -41324.8986372705            -11.4774173970            -42.7354866562             52.0649472114             49.2967503672             46.5454673960             43.8240013431             41.1463557124             38.5273991359             35.9824805196             33.5268525242             31.1748609011             28.9388651871             26.8278778627             22.9903980482             19.6037942807             16.4558720209             13.1790117168              9.3294605552              6.8864504382              4.5172036400              2.2217201606              1.1016396654              0.0000000000             -1.0831988357             -2.1479568418              1.8847128632
2400000             -41494.0454777459            -15.1477007161            -44.7527017922             57.0184152186             54.3592625895             51.7059538125             49.0686021860             46.4581244476             43.8860255614             41.3640646079             38.9037753792             36.5158193718             34.2091599046             31.9900667994             27.8194129139             23.9575971440             20.2530950947             16.4545121392             12.2657134264              9.0886204296              5.9853038597              2.9557637165              1.4686598049              0.0000000000             -1.4502156982             -2.8819872897              1.8876155028
2450000             -41244.2045744375            -18.4688188115            -45.3095234819             60.2321467092             57.6018733860             54.9740655461             52.3576769249             49.7623856049             47.1984373871             44.6763935781             42.2067560679             39.7994422734             37.4630877048             35.2041680360             30.9273976483             26.9367138640             23.1009849542             19.1894266056             14.9226232273             11.0812912869              7.3137434355              3.6199796733              1.8007668255              0.0000000000             -1.7823208032             -3.5461955842              1.8732602870
2500000             -41316.2626747472            -15.5470014601            -47.6522277984             60.2373617658             57.6083470418             54.9749841393             52.3446704021             49.7253510028             47.1253847199             44.5533368918             42.0176806410             39.5263877831             37.0863952019             34.7029433274             30.1134405647             25.7356647973             21.4737043942             17.1583194616             12.5851339674              9.3282008761              6.1450341844              3.0356338924              1.5085961462              0.0000000000             -1.4901545463             -2.9618674927              1.8892810358
2550000             -41733.5156123566            -15.1197460146            -44.3794877354             56.6228278077             53.9662285253             51.3190539346             48.6917023525             46.0952553277             43.5412177781             41.0411406136             38.6061063362             36.2460644621             33.9690161793             31.7800681535             27.6662649201             23.8497355976             20.1764577472             16.4019715636             12.2433400723              9.0718476088              5.9741267755              2.9501775726              1.4658673325              0.0000000000             -1.4474244249             -2.8764059423              1.8691892374
2600000             -41715.3861130541            -15.3708481766            -49.0141349963             61.4583444143             58.8578354121             56.2498783111             53.6406527380             51.0366301007             48.4444178422             45.8705499536             43.3212183493             40.8019435318             38.3171893182             35.8699357005             31.0898000033             26.4399543763             21.8545402412             17.2291759237             12.4442094179              9.2225089060              6.0745738323              3.0004041970              1.4909814187              0.0000000000             -1.4725400591             -2.9266387587              1.8838438857
2650000             -41480.0164009497            -10.9245522236            -47.0262994963             55.9135174291             53.3512369853             50.7807366713             48.2086228938             45.6421332695             43.0890549309             40.5575768307             38.0560534805             35.5926549941             33.1748790917             30.8089079195             26.2456203495             21.8932605324             17.6670190255             13.4011433222              8.8872179327              6.5547313342              4.2960328125              2.1111223678              1.0463376743              0.0000000000             -1.0278906551             -2.0373342909              1.8824451465
2700000             -41555.4910936499            -15.5426768121            -45.8308200472             58.4124856380             55.7685607849             53.1299394592             50.5057317638             47.9055655097             45.3393528161             42.8169613942             40.3477765126             37.9401452590             35.6007052527             33.3336166709             29.0158297655             24.9405332115             20.9808910430             16.9376982333             12.5816655908              9.3256060873              6.1433086543              3.0347732918              1.5081663871              0.0000000000             -1.4897258695             -2.9610112213              1.8705289562
2750000             -41360.2172736021             -8.7013884923            -44.7234215641             51.8320693818             49.1539400794             46.4832749363             43.8303397233             41.2062054247             38.6225359794             36.0912590069             33.6240922500             31.2319011431             28.9238720532             26.7065044601             22.5493239477             18.7142246500             15.0454725513             11.2808424512              7.1086478177              5.2208330954              3.4067868849              1.6665091865              0.8240335292              0.0000000000             -0.8055914013             -1.5927406745              1.8844546816
2800000             -41453.6179968917             -4.2305160712            -52.0022535732             55.5341655286             52.9790724371             50.4045855313             47.8139625235             45.2105190205             42.5975573399             39.9782846098             37.3557221531             34.7326094336             32.1113072626             29.4937064066             24.2743712448             19.0779395091             13.8981014327              8.7213300599              3.5319119554              2.5383096427              1.6184568792              0.7723536650              0.3769581388              0.0000000000             -0.3585207515             -0.6986041158              1.8955257255
2850000             -41239.5773294271             -7.2771757021            -48.5975710983             54.5668563072             52.0787256619             49.5788865622             47.0719456051             44.5626712835             42.0558723301             39.5562427352             37.0681734256             34.5955339630             32.1414321253             29.7079647249             24.9048695860             20.1748594139             15.4813543582             10.7674774233              5.9692852089              4.3663054213              2.8370979573              1.3816628168              0.6816098680              0.0000000000             -0.6631667871             -1.3078904932              1.8913899630
2900000             -41207.7416535724             -1.9754781848            -50.3111002704             52.0389797063             49.5637355820             47.0702540998             44.5616019362             42.0409207327             39.5113614858             36.9760068059             34.4377824203             31.8993606563             29.3630602550             26.8307486280             21.7827991775             16.7586641558             11.7515275963              6.7469095067              1.7278794359              1.1852869109              0.7164428299              0.3213471929              0.1514550409              0.0000000000             -0.1330179299             -0.2475987488              1.9007431202
2950000             -41405.3922410545             -8.8633219362            -51.9388173037             59.1770132101             56.6468755494             54.0956372962             51.5261866438             48.9414825254             46.3444974278             43.7381517416             41.1252414154             38.5083616966             35.8898308339             33.2716186667             28.0419403734             22.8262836699             17.6244201907             12.4307793363              7.2381959063              5.3179931617              3.4715595958              1.6988952086              0.8402264569             -0.0000000000             -0.8217841623             -1.6251260299              1.8838319490
3000000             -41402.7559259716             -1.1014012643            -49.6449962412             50.6736809289             48.1887503253             45.6873040324             43.1731588921             40.6502982405             38.1227877326             35.5946661055             33.0698097032             30.5517717518             28.0436005568             25.5476450222             20.5971371131             15.6983740529             10.8300881830              5.9547342422              1.0286846876              0.6608407586              0.3667786676              0.1464984148              0.0640264776              0.0000000000             -0.0455810181             -0.0727165767              1.8947268315
3050000             -41470.4795710789             -9.0734779593            -46.3314857444             53.7377974597             51.2570591962             48.7698823579             46.2820249323             43.7996208470             41.3290727974             38.8768949128             36.4494933917             34.0528732082             31.6922612717             29.3716427398             24.8568208624             20.4941704829             16.2163741954             11.9027046758              7.4063117153              5.4440867756              3.5556265098              1.7409309180              0.8612448747             -0.0000000000             -0.8428037063             -1.6671662441              1.8780174688
3100000             -41347.5640185186            -16.6795433107            -49.6471994755             63.1383828623             60.5125228080             57.8778654198             55.2406277598             52.6073374736             49.9846812240             47.3792990940             44.7975188589             42.2450276022             39.7264843007             37.2450862844             32.3965014572             27.6793119149             23.0285079885             18.3393845860             13.4911833868             10.0077259864              6.5980429552              3.2621342930              1.6218453504              0.0000000000             -1.6034017581             -3.1883599239              1.8925360845
3150000             -41402.9786236196            -12.6863348487            -47.0082046498             57.3048421666             54.6725549616             52.0397760791             49.4145492990             46.8054248729             44.2212764829             41.6710363817             39.1633336728             36.7060241261             34.3056077393             31.9665440572             27.4755633279             23.1996908783             19.0324961190             14.7995520672             10.2966375168              7.6118009092              5.0007491206              2.4634821508              1.2225179731              0.0000000000             -1.2040717683             -2.3896973320              1.8911959426
3200000             -41146.9382818193             -7.7954908896            -49.7408684756             56.1247957297             53.4870924247             50.8436685966             48.2008312703             45.5650475710             42.9427642872             40.3401812557             37.7629783768             35.2160004079             32.7029096846             30.2258245206             25.3783752119             20.6479776618             15.9706892172             11.2514062172              6.3839272541              4.6772945338              3.0444290846              1.4853309067              0.7334445444              0.0000000000             -0.7150027266             -1.4115636355              1.9035758209
