#T = 298.0000(K), Lambda State 19: (lambda Coulomb, lambda VDW) = (0.7000,1.0000)
#Steps               Total_En(kJ/mol)     dU/dL(Coulomb=0.7000)         dU/dL(VDW=1.0000)  DelE(L->(0.0000,0.0000))  DelE(L->(0.0000,0.0500))  DelE(L->(0.0000,0.1000))  DelE(L->(0.0000,0.1500))  DelE(L->(0.0000,0.2000))  DelE(L->(0.0000,0.2500))  DelE(L->(0.0000,0.3000))  DelE(L->(0.0000,0.3500))  DelE(L->(0.0000,0.4000))  DelE(L->(0.0000,0.4500))  DelE(L->(0.0000,0.5000))  DelE(L->(0.0000,0.6000))  DelE(L->(0.0000,0.7000))  DelE(L->(0.0000,0.8000))  DelE(L->(0.0000,0.9000))  DelE(L->(0.0000,1.0000))  DelE(L->(0.2000,1.0000))  DelE(L->(0.4000,1.0000))  DelE(L->(0.6000,1.0000))  DelE(L->(0.7000,1.0000))  DelE(L->(0.8000,1.0000))  DelE(L->(0.9000,1.0000))  DelE(L->(1.0000,1.0000))                PV(kJ/mol)
550000              -41763.0090193239            -16.5401305649            -44.7474024443             56.5190541228             54.0291025835             51.5377730811             49.0520142961             46.5793046784             44.1275226284             41.7047444452             39.3189521603             36.9776341917             34.6872663680             32.4526714545             28.1572974985             24.0679700492             20.0899695813             16.0577349839             11.7716516785              8.3161510641              4.9343877004              1.6263615875              0.0000000000             -1.6079272748             -3.1974202369             -4.7684788864              1.8675752525
600000              -41589.2817616552            -13.0712534469            -49.6827092003             59.0261575450             56.5103143948             53.9817822119             51.4446687312             48.9031776036             46.3615035182             43.8237038665             41.2935478737             38.7743464273             36.2687688511             33.7786565044             28.8470276026             23.9718370142             19.1257895553             14.2658313571              9.3434483448              6.5817150406              3.8937230438              1.2794723544              0.0000000000             -1.2610370276             -2.5036387283             -3.7278051022              1.8783456446
650000              -41626.7226957548            -13.0692512358            -45.5998431063             54.9418847207             52.5472916028             50.1471418168             47.7465097773             45.3506107479             42.9646550264             40.5936638230             38.2422470346             35.9143469435             33.6129569801             31.3398309502             26.8775615921             22.5075306190             18.1794551455             13.8186764839              9.3420416143              6.5807127011              3.8931231209              1.2792728737              0.0000000000             -1.2608380404             -2.5032412476             -3.7272096215              1.8766015321
700000              -41770.7655726393             -9.2358809164            -46.1336730344             52.7923698135             50.4142589170             48.0239602153             45.6255609768             43.2234885307             40.8224635212             38.4274184440             36.0433695266             33.6752287399             31.3275434177             29.0041552890             24.4395316741             19.9809339332             15.5887883148             11.1821288419              6.6586967792              4.6640309672              2.7431099695              0.8959337863              0.0000000000             -0.8774975827             -1.7365589618             -2.5771841372              1.8738358192
750000              -41640.0920285326            -12.7426452137            -43.6707356393             52.7841508340             50.4325852167             48.0766305050             45.7218445961             43.3741617096             41.0397761988             38.7249699255             36.4358719164             34.1781412848             31.9565698540             29.7746107341             25.5334915243             21.4359645781             17.4135177838             13.3511511810              9.1134151947              6.4174091652              3.7951416291              1.2466125864              0.0000000000             -1.2281779630             -2.4379213027             -3.6292300190              1.8786190423
800000              -41483.3125374902            -16.4500164913            -45.5627360489             57.2712994013             54.9368462637             52.5918046462             50.2402272424             47.8863532173             45.5345158832             43.1890191525             40.8539795884             38.5331330461             36.2296085257             33.9456772407             29.4398408245             25.0073480695             20.6140169516             16.2030353289             11.7085633524              8.2710920096              4.9073546891              1.6173513908              0.0000000000             -1.5989178852             -3.1794022649             -4.7414531390              1.8647509064
850000              -41780.1858026170            -15.0663373828            -41.8282143782             52.5682250658             50.1680750888             47.7761425403             45.4002653283             43.0485848751             40.7293049980             38.4503724346             36.2190750375             34.0415609369             31.9222924624             29.8634622299             25.9211324191             22.1669476366             18.4932560403             14.7427465999             10.7400106876              7.5792578627              4.4922477120              1.4789802355              0.0000000000             -1.4605445669             -2.9026534653             -4.3263266952              1.8657717546
900000              -41537.7141735366            -10.5362333128            -49.4844342103             57.0533611909             54.5590484475             52.0508141305             49.5325367482             47.0082231750             44.4819181193             41.9575897122             39.4389906115             36.9294960895             34.4319235780             31.9483421091             27.0265829977             22.1593979184             17.3222883609             12.4744157841              7.5689269807              5.3142032425              3.1332180421              1.0259713796              0.0000000000             -1.0075367451             -1.9966388558             -2.9673063321              1.8581446872
950000              -41488.6822698893            -14.4388865055            -44.7689781824             55.0698017128             52.5811065681             50.0894751567             47.6016205389             45.1248103467             42.6667781122             40.2355761272             37.8393492140             35.4860044820             33.1827497919             30.9354764319             26.6209961188             22.5303748338             18.5732856708             14.5721101543             10.3008235304              7.2655391996              4.3040083836              1.4162310825              0.0000000000             -1.3977927037             -2.7771470288             -4.1380629751              1.8699845113
1000000             -41589.5616233607             -7.6944077160            -47.7246396729             53.3042923347             50.8390617518             48.3635675177             45.8825785590             43.4010749517             40.9241261228             38.4567297828             36.0036095185             33.5689725440             31.1562342837             28.7677232408             24.0655328651             19.4492177065             14.8759699372             10.2783062881              5.5796526618              3.8932913010              2.2806698490              0.7417883058              0.0000000000             -0.7233533286             -1.4282716800             -2.1147550543              1.8763637545
1050000             -41453.6370101501             -6.1848907157            -47.5114837425             52.0344810848             49.4572540816             46.8774993415             44.3019868526             41.7377894316             39.1920968387             36.6719663293             34.1840047806             31.7339829295             29.3263904963             26.9639521884             22.3737182547             17.9327570988             13.5611017430              9.1370147387              4.5229973423              3.1385343677              1.8278138088              0.5908356657              0.0000000000             -0.5724000617             -1.1263645196             -1.6618933734              1.8791559370
1100000             -41604.7435574402             -9.4443709212            -44.5514607962             51.3561519855             48.7846111460             46.2214612006             43.6756001611             41.1562764389             38.6728147084             36.2342535665             33.8488907024             31.5237394116             29.2639120074             27.0719608906             22.8852540527             18.9105219444             15.0269074420             11.0574471039              6.8046911893              4.7682882093              2.8056496272              0.9167754429              0.0000000000             -0.8983343435             -1.7782275874             -2.6396797320              1.8782710977
1150000             -41707.3605448000             -8.5511578380            -50.2757741544             56.4551795115             53.7322181595             51.0052479310             48.2815449406             45.5687019049             42.8744375872             40.2063426114             37.5715554401             34.9763667133             32.4257574822             29.9228876956             25.0607466439             20.3599012073             15.7364432315             11.0594848118              6.1794053570              4.3216729358              2.5376909413              0.8274593737              0.0000000000             -0.8090217670             -1.5996059273             -2.3717524810              1.8758789209
1200000             -41684.8252850072            -11.7283649122            -48.0443927258             56.4478232619             53.7871924860             51.1250484940             48.4689938627             45.8270631917             43.2075560688             40.6188023786             38.0688470496             35.5650425481             33.1135415816             30.7186913935             26.1031438132             21.6906116354             17.3844242943             13.0206213039              8.4034305362              5.9102717651              3.4908558883              1.1451829058              0.0000000000             -1.1267471823             -2.2350586409             -3.3249343760              1.8863276132
1250000             -41735.8377942395             -9.8334887471            -49.6783228306             56.7553299655             54.1387664234             51.5124272114             48.8821327655             46.2540680984             43.6346567253             41.0303800682             38.4475334851             35.8919128935             33.3684315960             30.8806762009             26.0171610762             21.2856978046             16.6244056027             11.9290013721              7.0770071349              4.9628312812              2.9223944796              0.9556967302             -0.0000000000             -0.9372619671             -1.8560891712             -2.7564816122              1.8847005619
1300000             -41751.3742263772             -6.2639994802            -51.6869365452             56.2653265212             53.6385474029             50.9980758137             48.3484033184             45.6941779163             43.0400976301             40.3907749541             37.7505708369             35.1233991193             32.5125057562             29.9202318728             24.7949753304             19.7399694882             14.7226825726              9.6894272413              4.5783899760              3.1780926782              1.8515440812              0.5987441852              0.0000000000             -0.5803070100             -1.1421768447             -1.6856095042              1.8745459679
1350000             -41637.7331395220            -15.5639640630            -47.9125945161             59.0009292401             56.2981765784             53.5970578993             50.9059643723             48.2337980507             45.5897726188             42.9831282428             40.4227459583             37.9166510012             35.4714028580             33.0913840943             28.5289998891             24.1920439199             19.9671392552             15.6706460730             11.0883347240              7.8280677172              4.6415378075              1.5287449949             -0.0000000000             -1.5103107206             -3.0021871669             -4.4756293390              1.8485772483
1400000             -41718.9626554151            -12.8040951203            -49.5994621292             58.7558958850             56.0631645891             53.3628814394             50.6619066179             47.9676469972             45.2879548147             42.6309639430             40.0048440534             37.4174508511             34.8758515720             32.3857119350             27.5708714421             22.9598711505             18.4676353262             13.9331901009              9.1564337558              6.4481349820              3.8135760830              1.2527570589              0.0000000000             -1.2343220902             -2.4502092117             -3.6476613644              1.8670622279
1450000             -41529.1928794687            -12.3259467152            -51.7157750624             60.5374977299             57.8236790347             55.1003306246             52.3734334202             49.6492421795             46.9341407147             44.2344477292             41.5561681471             38.9046881036             36.2844173139             33.6983908257             28.6318624971             23.6869889673             18.8039065342             13.8859887374              8.8217226675              6.2090590640              3.6701325907              1.2049432477              0.0000000000             -1.1865089651             -2.3545836477             -3.5042240478              1.8781079480
1500000             -41738.2094828915             -8.7902176746            -54.8610995084             61.2078768585             58.4343030098             55.6447905043             52.8442543819             50.0377150603             47.2301687661             44.4264311750             41.6309563447             38.8476359456             36.0795873863             33.3289435064             27.8823655061             22.4991289344             17.1483920085             11.7821485385              6.3467773501              4.4412100225              2.6094045912              0.8513610563              0.0000000000             -0.8329205822             -1.6474006904             -2.4434403244              1.8790391845
1550000             -41642.1380599109            -14.5244758333            -48.8708051578             59.2315259606             56.4306374837             53.6384639332             50.8646277545             48.1190174159             45.4114795839             42.7514254162             40.1473502677             37.6062746645             35.1331260216             32.7300949243             28.1258367163             23.7356079119             19.4342058966             15.0420922233             10.3607208027              7.3083302308              4.3296873615              1.4247921948              0.0000000000             -1.4063552692             -2.7942736127             -4.1637550306              1.8815112499
1600000             -41817.8498168135            -12.5527638142            -46.6697496320             55.6502498421             52.8885255644             50.1322866588             47.3914179583             44.6765605778             41.9989438269             39.3701239562             36.8016030235             34.3042977255             31.8878276557             29.5595988104             25.1794839455             21.1325596764             17.2738708342             13.3349757923              8.9805002101              6.3224689405              3.7381769242              1.2276241614              0.0000000000             -1.2091893481             -2.3999438828             -3.5722636042              1.8888813069
1650000             -41590.2483346215            -14.6542875215            -47.7597608666             58.2113814986             55.4350738676             52.6635663883             49.9067806987             47.1752823497             44.4800438037             41.8321010338             39.2420852365             36.7196160881             34.2725533349             31.9061211385             27.4170827290             23.2057048665             19.1318957764             14.9688223206             10.4516206320              7.3732436100              4.3686263469              1.4377688426              0.0000000000             -1.4193289029             -2.8202178661             -4.2026668895              1.8812501856
1700000             -41756.9705930677            -13.0902452503            -41.9113098422             51.2680451914             48.5423659645             45.8366055296             43.1635715948             40.5370303634             37.9714364147             35.4815185232             33.0816868848             30.7852289709             28.6032703273             26.5434973176             22.7950552547             19.4748804418             16.3742007091             13.1415116990              9.3567353492              6.5912092142              3.8994216217              1.2813725716              0.0000000000             -1.2629379360             -2.5074412363             -3.7335099011              1.8728639239
1750000             -41819.6009688536            -13.9195397968            -47.6240128412             57.5613191348             54.9512745696             52.3395201355             49.7331924051             47.1397777605             44.5669363481             42.0222614578             39.5129654830             37.0454869036             34.6250190638             32.2549718911             27.6673938368             23.2530773493             18.9242234529             14.5400848183              9.9373062937              7.0058719070              4.1482007339              1.3642927746              0.0000000000             -1.3458519711             -2.6732631389             -3.9822335032              1.8840639832
1800000             -41493.9327690349            -13.4425263824            -49.6540513748             59.2574326762             56.5491443484             53.8377662341             51.1309263345             48.4365662606             45.7627377864             43.1173337813             40.5077475653             37.9404592726             35.4205553005             32.9511979566             28.1638932551             23.5458617452             19.0082119013             14.4131380969              9.6033813013              6.7673614849              4.0050989385              1.3165936620              0.0000000000             -1.2981543445             -2.5778693716             -3.8391450811              1.8987344371
1850000             -41814.8166419282            -17.6404185223            -46.9955688596             59.5374663184             56.8626996608             54.1908254477             51.5306754088             48.8915687831             46.2830915426             43.7147872625             41.1957462947             38.7340846110             36.3363128727             34.0066113250             29.5518039266             25.3277802750             21.2156142921             17.0264592680             12.5418974589              8.8663055691              5.2644677719              1.7363840675              0.0000000000             -1.7179455443             -3.4174525654             -5.0985210634              1.9039935841
1900000             -41998.6374015719            -15.9248766853            -40.7578840934             52.0988986796             49.3517554567             46.6276738105             43.9403865540             41.3046891334             38.7361825332             36.2508754903             33.8646079414             31.5922539867             29.4466636430             27.4373132240             23.8382661067             20.7362104942             17.9057441153             14.9415303841             11.3410145863              8.0085337966              4.7498057332              1.5648303962              0.0000000000             -1.5463922146             -3.0743462476             -4.5838620990              1.8714410114
1950000             -41669.5541703230            -16.6360969490            -34.1672412575             46.0061167512             43.4177176375             40.8671653995             38.3704413388             35.9447689402             33.6082467822             31.3792825782             29.2757844790             27.3140713991             25.5074802612             23.8646793219             21.0701525374             18.8328250016             16.8701969833             14.7205678170             11.8388754937              8.3641455291              4.9631708519              1.6359514621              0.0000000000             -1.6175126403             -3.2165864588             -4.7972214554              1.8712515938
2000000             -41604.1635687134            -14.0472798360            -49.7361118616             59.7628055608             57.1780626191             54.5850295033             51.9890161357             49.3954429466             46.8096883705             44.2369009572             41.6817776907             39.1483139069             36.6395350287             34.1572259558             29.2714929895             24.4724359848             19.7128889105             14.9233074609             10.0266936993              7.0697346356              4.1865271202              1.3770711530             -0.0000000000             -1.3586332660             -2.6988286449             -4.0205861367              1.8689601663
2050000             -41522.0803706171            -10.1338255891            -39.3036291702             46.5908957206             43.9596004578             41.3482049210             38.7694853583             36.2374009264             33.7668832123             31.3734756959             29.0727771162             26.8796398477             24.8070792101             22.8648681333             19.3839190820             16.3813751567             13.6385831289             10.7661298992              7.2872665504              5.1130053274              3.0124921570              0.9857270392              0.0000000000             -0.9672900260             -1.9161430389             -2.8465590387              1.8767337867
2100000             -41591.0072160683            -12.6577472970            -39.8126829989             48.8667224023             46.3199674334             43.7895079946             41.2869315072             38.8247745398             36.4162653350             34.0749206814             31.8139651655             29.6455463084             27.5797330519             25.6233106447             22.0411783132             18.8364841635             15.8194000837             12.6798344356              9.0540394034              6.3749727665              3.7696647183              1.2381152589             -0.0000000000             -1.2196756117             -2.4209115763             -3.6037078936              1.8691326595
2150000             -41693.5062427557            -19.0914016242            -40.5650090189             54.1226052436             51.4931492520             48.8867073014             46.3157091384             43.7933341390             41.3331752528             38.9487586092             36.6528970879             34.4568647168             32.3693947303             30.3955293198             26.7829355771             23.5404726575             20.4686210093             17.2589628517             13.5575962246              9.5917996425              5.6997611890              1.8814808642              0.0000000000             -1.8630413320             -3.7076431319             -5.5338053996              1.8739912051
2200000             -41483.4295927720            -15.2356311643            -48.7076576251             59.5662079682             56.8862478129             54.2036125554             51.5257127505             48.8604081226             46.2158489158             43.6002474700             41.0215659171             38.4871077434             36.0030064224             33.5736151839             28.8833233703             24.3892989397             19.9975107998             15.5497548654             10.8585503431              7.6639128507              4.5430309881              1.4959047553              0.0000000000             -1.4774658478             -2.9364927882             -4.3770808212              1.8956205333
2250000             -41703.0988327126            -21.1620847342            -50.6758015768             65.6828410989             63.0301552698             60.3695268245             57.7066807460             55.0475163424             52.3979479970             49.7637025502             47.1500728969             44.5616316060             42.0019141625             39.4730886648             34.5080801736             29.6459128575             24.8317173920             19.9828913038             15.0070395221             10.6271328929              6.3209711048              2.0885541580              0.0000000000             -2.0701179477             -4.1217996850             -6.1550452121              1.8866464717
2300000             -41758.8621159829            -17.5106206440            -48.4318913412             60.8829541873             58.2524588322             55.6228961795             53.0012247308             50.3944969878             47.8096350351             45.2531559105             42.7308500354             40.2474215718             37.8061064763             35.4082918207             30.7374506106             26.1978988249             21.7117507592             17.1694290403             12.4510628461              8.8014123209              5.2255249939              1.7234008651              0.0000000000             -1.7049600655             -3.3914793314             -5.0595577978              1.8786269007
2350000             -41725.6179018918            -20.5180578047            -45.0022349892             59.5584739635             56.9006116872             54.2536611779             51.6274758005             49.0323892219             46.4789370553             43.9774761890             41.5376908187             39.1679814742             36.8747453876             34.6615741871             30.4707931888             26.5384272717             22.7232222614             18.8104957732             14.5562389744             10.3051237859              6.1277604112              2.0241488503             -0.0000000000             -2.0057108969             -3.9929838403             -5.9618188303              1.8938788063
2400000             -41697.7910118777            -13.4666722614            -47.8752915738             57.4955592839             54.8179731152             52.1443886926             49.4829690773             46.8421519145             44.2303999321             41.6558768581             39.1260464702             36.6471996007             34.2239239089             31.8585439512             27.2962376634             22.9150859414             18.6119387420             14.2361987641              9.6202677101              6.7794306848              4.0123449460              1.3190104937              0.0000000000             -1.3005726721             -2.5827075225             -3.8464045513              1.8718488538
2450000             -41627.0767340407             -9.3260202153            -42.7405461172             49.4624029924             46.7344271633             44.0214573711             41.3356274338             38.6901260042             36.0989817335             33.5767088883             31.1377730293             28.7958352454             26.5627399646             24.4472307698             20.5790753240             17.1383749424             13.9261693868             10.5945408506              6.7218568752              4.7091155182              2.7701428183              0.9049387752             -0.0000000000             -0.8864966110             -1.7545510577             -2.6041633402              1.8769456179
2500000             -41635.6935608700            -14.4706388665            -47.5929878540             57.9160256566             55.1985909488             52.4860108901             49.7873688696             47.1122079634             44.4702783694             41.8711909082             39.3239670748             36.8364833731             34.4148193209             32.0625350793             27.5633233269             23.2905613152             19.1216322405             14.8697506979             10.3230378026              7.2814124323              4.3135358605              1.4194080872              0.0000000000             -1.4009708876             -2.7835045756             -4.1476010640              1.8840113890
2550000             -41576.4574246168            -20.3623019081            -37.8982388342             52.3454585681             49.6585307883             46.9918861366             44.3593710867             41.7763956690             39.2598327520             36.8277794230             34.4991195497             32.2928092227             30.2267909175             28.3164354753             24.9980689488             22.3154597854             20.0289737542             17.6309827533             14.4472197339             10.2272481917              6.0810322298              2.0085718482              0.0000000000             -1.9901329531             -3.9618270112             -5.9150821742              1.8862865905
2600000             -41622.8983246031            -19.8861206073            -35.6402518514             49.7541377951             47.0377146860             44.3427340560             41.6834665670             39.0759476403             36.5380226151             34.0893225736             31.7511182822             29.5459641456             27.4969911975             25.6266386214             22.4942457127             20.2033508438             18.5354730116             16.8381232205             14.1138859437              9.9891559033              5.9381788224              1.9609547009             -0.0000000000             -1.9425164611             -3.8665946823             -5.7722346636              1.8750538502
2650000             -41795.3769674439            -10.6413639796            -44.5416252238             52.1841444600             49.4839437701             46.7916385356             44.1178650467             41.4741812978             38.8728721645             36.3266296235             33.8480741773             31.4490848661             29.1399138308             26.9280813415             22.8049891519             19.0348605938             15.4515628257             11.7686855236              7.6425192362              5.3667687637              3.1647571295              1.0364843336              0.0000000000             -1.0180496240             -2.0176645385             -2.9988447433              1.8928494679
2700000             -41650.1346989358            -17.8980908499            -49.7443442193             62.4665993495             59.8317856650             57.1878553414             54.5408853224             51.8973062564             49.2637771682             46.6470087012             44.0535251678             41.4893569458             38.9596585404             36.4682552035             31.6059114968             26.8869420055             22.2459547169             17.5695484730             12.7222551302              8.9951386476              5.3417713213              1.7621531514              0.0000000000             -1.7437158623             -3.4689944355             -5.1758357197              1.8908363314
2750000             -41521.3320406515            -18.7105031474            -44.3951895497             57.6861724720             55.0595235140             52.4402092768             49.8377974080             47.2625177987             44.7250545733             42.2362381524             39.8066162520             37.4458845233             35.1621639523             32.9611257075             28.8114441869             24.9543279750             21.2486746580             17.4559648776             13.2909829223              9.4013541259              5.5854894129              1.8433887834              0.0000000000             -1.8249477626             -3.6314545043             -5.4195202251              1.8878854447
2800000             -41617.4030847467            -16.7274070737            -53.8501401865             65.7529251331             63.0793531145             60.3880064389             57.6827333552             54.9674194548             52.2458923375             49.5218128448             46.7985559645             44.0790862019             41.3658340025             38.6605815159             33.2774208997             27.9280936804             22.5985154244             17.2653960455             11.9027849466              8.4097987738              4.9905649800              1.6450835652              0.0000000000             -1.6266454705             -3.2348528462             -4.8246221271              1.8782692502
2850000             -41526.3700684653            -14.5581300253            -48.4027812688             58.7870371130             56.1198091709             53.4494347068             50.7833766781             48.1295849286             45.4963419688             42.8920364207             40.3248485642             37.8023341135             35.3308979114             32.9151605929             28.2559991785             23.7986658289             19.4475983591             15.0404624453             10.3842558442              7.3251518761              4.3397868895              1.4281608845              0.0000000000             -1.4097261391             -2.8010175328             -4.1738741811              1.8964310573
2900000             -41614.0693980845            -13.4304249753            -42.8950765923             52.4899436008             49.7639528716             47.0507413878             44.3623508452             41.7119073727             39.1134282594             36.5814949287             34.1307504316             31.7751763401             29.5271072282             27.3959565279             23.4979248249             20.0350712440             16.8120907675             13.4765148123              9.5948670086              6.7613004700              4.0014747032              1.3153897081             -0.0000000000             -1.2969545152             -2.5754738375             -3.8355579668              1.9000011023
2950000             -41325.4357069050            -12.3780850976            -49.2603926090             58.1186236900             55.4175483155             52.7165048828             50.0230892456             47.3451487470             44.6905605491             42.0669442534             39.4813061140             36.9396180730             34.4463434147             32.0039320747             27.2684963606             22.6956017894             18.1948899674             13.6324029190              8.8582310811              6.2351310042              3.6857724560              1.2101554365              0.0000000000             -1.1917200543             -2.3650047265             -3.5198540165              1.8847207807
3000000             -41458.3580002301             -8.7085323659            -51.2703140665             57.5598701334             54.8032582280             52.0388259100             49.2736704490             46.5153369478             43.7716629505             41.0505542744             38.3596799687             35.7060776099             33.0956671699             30.5326836446             25.5537847505             20.7465348962             16.0286687341             11.2631974353              6.2895560669              4.4003574712              2.5849049368              0.8431984636              0.0000000000             -0.8247619483             -1.6310873813             -2.4189762990              1.8948532038
3050000             -41656.6904927169            -10.2655978238            -49.8610804707             57.2406262622             54.5903840223             51.9358132510             49.2832573086             46.6391880202             44.0100136335             41.4018411029             38.8201945029             36.2696962314             33.7537238753             31.2740628772             26.4209717178             21.6823313207             16.9933271129             12.2602119270              7.3795457915              5.1789006535              3.0520183022              0.9988987374              0.0000000000             -0.9804580408             -1.9424753849             -2.8860520323              1.8909277652
3100000             -41416.6311233996            -12.4026714459            -43.7822265015             52.6576895676             50.0076693973             47.3688436082             44.7514834453             42.1665931908             39.6256845343             37.1404352158             34.7222068140             32.3813999986             30.1266353117             27.9637662999             23.9165389771             20.1885838265             16.6213774322             12.9532906937              8.8754630661              6.2474293072              3.6931452832              1.2126109940              0.0000000000             -1.1941735603             -2.3699096869             -3.5272083797              1.8918884017
3150000             -41665.6378947892            -12.0243005238            -51.4576839713             60.0682692379             57.3137054814             54.5548389690             51.7986350548             49.0522490175             46.3228226229             43.6172263092             40.9417466638             38.3017241964             35.7011537095             33.1422686453             28.1473383487             23.2861965469             18.4846495004             13.6333468661              8.6105852666              6.0582395238              3.5796366000              1.1747764952              0.0000000000             -1.1563407905             -2.2942458762             -3.4137152572              1.8851234172
3200000             -41549.8945724693            -12.3775311340            -45.1276760905             53.9855242775             51.3290611569             48.6737366949             46.0285897383             43.4035337626             40.8092682938             38.2571091676             35.7587043026             33.3255927228             30.9685572771             28.6967205812             24.4293544655             20.5112280925             16.8088228523             13.0450771065              8.8578481870              6.2348551844              3.6856055698              1.2100993429              0.0000000000             -1.1916634960             -2.3648911450             -3.5196829470              1.8938276648
